timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
2026-03-12 04:32:51,0.0,366,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-12 04:32:52,627.6,2,second_floor_middle,79.2,9.1,18.3,0.0154,0.243,,,0.0,11.13,0.097,1.0,1,awake,
2026-03-12 04:32:53,629.6,368,second_floor_middle,68.8,5.7,15.4,0.0269,0.282,,,0.0,21.23,0.084,0.0,0,awake,
2026-03-12 04:32:56,0.0,3,second_floor_middle,82.9,30.2,19.4,0.1016,0.366,0.0,0.329,0.0,50.84,0.125,0.0,0,awake,
2026-03-12 04:32:56,0.0,5,second_floor_middle,70.3,10.6,21.7,0.0634,0.254,,,0.0,38.57,0.115,0.0,0,awake,
2026-03-12 04:32:59,635.0,16,second_floor_middle,42.1,26.9,17.6,0.0073,0.342,,,0.0,9.23,0.07,0.62,1,awake,
2026-03-12 04:33:09,0.0,1,second_floor_middle,80.0,21.7,17.6,0.0708,0.313,,,0.0,46.65,0.115,0.0,0,awake,
2026-03-12 04:33:10,0.0,5,second_floor_middle,61.1,21.5,22.1,0.1074,0.39,,,0.0,65.61,0.07,0.0,0,awake,
2026-03-12 04:33:13,0.0,10,second_floor_middle,46.6,27.3,18.2,0.0405,0.334,,,0.0,28.48,0.075,0.32,1,awake,
2026-03-12 04:33:15,0.0,63,second_floor_middle,60.5,6.7,8.3,0.0156,0.213,,,0.0,16.14,0.077,0.0,0,awake,
2026-03-12 04:33:19,0.0,309,second_floor_middle,72.6,2.7,25.1,0.1582,0.217,,,0.0,32.74,0.15,0.44,1,awake,
2026-03-12 04:33:20,0.0,340,second_floor_middle,62.9,4.4,2.6,0.0074,0.208,,,0.0,11.62,0.085,0.79,1,awake,
2026-03-12 04:33:21,0.0,286,second_floor_middle,75.7,7.6,19.8,0.0866,0.175,,,0.0,40.99,0.123,0.95,1,awake,
2026-03-12 04:33:28,0.0,2,second_floor_middle,75.8,10.0,12.3,0.0024,0.347,,,0.0,8.32,0.085,0.31,1,awake,
2026-03-12 04:33:28,0.0,366,second_floor_middle,61.9,3.4,6.6,0.0924,0.178,,,0.0,53.93,0.096,0.0,0,awake,
2026-03-12 04:33:30,0.0,317,second_floor_middle,63.6,11.1,7.2,0.062,0.197,,,0.0,46.58,0.06,0.53,1,awake,
2026-03-12 04:33:32,0.0,368,second_floor_middle,68.6,3.1,13.7,0.1354,0.278,,,0.0,29.76,0.042,0.0,0,awake,
2026-03-12 04:33:32,0.0,370,second_floor_middle,60.9,5.6,15.4,0.1238,0.358,,,0.0,45.06,0.074,0.0,1,awake,
2026-03-12 04:33:32,0.0,3,second_floor_middle,82.9,30.2,19.4,0.1016,0.366,0.0,0.329,0.0,50.84,0.125,0.0,0,awake,
2026-03-12 04:33:32,0.0,5,second_floor_middle,70.3,10.6,21.7,0.0634,0.254,,,0.0,38.57,0.115,0.0,0,awake,
2026-03-12 04:33:36,0.0,16,second_floor_middle,47.1,25.6,19.4,0.0175,0.336,,,0.0,18.57,0.077,0.45,1,awake,
2026-03-12 04:33:37,0.0,379,second_floor_middle,57.8,6.3,5.8,0.0102,0.434,,,0.0,26.53,0.121,0.0,0,awake,
2026-03-12 04:33:44,0.0,1,second_floor_middle,80.0,21.7,17.6,0.0708,0.313,,,0.0,46.65,0.115,0.0,0,awake,
2026-03-12 04:33:45,0.0,5,second_floor_middle,59.3,21.1,15.8,0.0261,0.395,0.353,0.069,0.0,12.77,0.101,0.0,0,awake,
2026-03-12 04:33:48,0.0,10,second_floor_middle,48.0,25.3,19.3,0.0171,0.331,,,0.0,9.61,0.075,0.05,1,awake,
2026-03-12 04:33:51,0.0,390,second_floor_middle,76.4,9.8,23.0,,0.21,,,123.2,0.0,0.088,0.0,0,drowsy,
2026-03-12 04:33:51,0.0,396,second_floor_middle,63.5,6.5,8.8,0.0444,0.104,,,0.0,42.19,0.083,0.0,0,awake,
2026-03-12 04:33:54,690.3,382,second_floor_middle,20.2,12.8,0.8,,0.273,,,227.9,0.0,0.09,0.0,0,awake,
